CLUTCH_NUMBER	MALE	FEMALE	REGION	POPULATION	DATE_OF_HATCH	DATE_CTMAX	AGE_DAYS	TRAY_COL	DEV_TEMP	TANK	REP	EXP_TANK	TRAY_ORD	LENGTH	MASS	RAMP_START_TIME	LOE_TIME	LOE_mean_JMD	LOE_TEMP_SENSOR	LOE_TEMP_HOBO	TEMP_DIFF	SURVIVAL_TIME	HOBO_OFFSET	LOE_TEMP_HOBO_ACTUAL	FIL_TEMP_DIFF	LOE_MEAN_EAS	EXPERIMENT	NOTES		
107	CPRE521	CPRE524	core	Pretty Patches	5/03/2023	6/07/2023	123	white	28.5	141	2	3	5	27.96	0.8585	11:43:22 AM	5:24:00 PM		36.7	36.796	0.10	5:40:38	0.124	36.672	-0.028	36.686	CTmax			
110	CPRE453	CPRE459	core	Pretty Patches	7/03/2023	12/07/2023	127	red	28.5	335	1	2	1	29.83	1.0446	12:13:52 PM	6:02:00 PM		36.7	36.851	0.15	5:48:08	0.057	36.794	0.094	36.747	CTmax			
110	CPRE453	CPRE459	core	Pretty Patches	7/03/2023	12/07/2023	127	red	28.5	335	1	2	3	29.52	1.0826	12:13:52 PM	6:02:00 PM		36.7	36.851	0.15	5:48:08	0.057	36.794	0.094	36.747	CTmax			
110	CPRE453	CPRE459	core	Pretty Patches	7/03/2023	12/07/2023	127		30	329	1			34.08	1.4592	12:13:52 PM	6:01:00 PM					5:47:08				36.760	Resp			
110	CPRE453	CPRE459	core	Pretty Patches	7/03/2023	12/07/2023	127	red	28.5	335	1	2	4	34.66	1.7606	12:13:52 PM	6:05:00 PM		36.7	36.905	0.20	5:51:08	0.057	36.848	0.148	36.774	CTmax			
110	CPRE453	CPRE459	core	Pretty Patches	7/03/2023	12/07/2023	127	white	30	151	2	2	1	27.30	0.8065	12:13:52 PM	6:05:00 PM		36.7	36.905	0.20	5:51:08	0.057	36.848	0.148	36.774	CTmax			
120	CPRE550	CPRE533	core	Pretty Patches	21/03/2023	12/07/2023	113	red	28.5	140	1	1	4	29.93	1.0410	12:13:52 PM	6:06:00 PM		36.8	36.905	0.11	5:52:08	0.117	36.788	-0.012	36.794	CTmax			
120	CPRE550	CPRE533	core	Pretty Patches	21/03/2023	12/07/2023	113	red	28.5	140	1	1	3	30.06	1.0645	12:13:52 PM	6:06:00 PM		36.8	36.905	0.11	5:52:08	0.117	36.788	-0.012	36.794	CTmax			
110	CPRE453	CPRE459	core	Pretty Patches	7/03/2023	13/07/2023	128	blue	28.5	347	2	2	1	39.93	1.0465	11:50:15 AM	5:34:00 PM		36.8	36.796	0.00	5:43:45	0.000	36.796	-0.004	36.798	CTmax			
110	CPRE453	CPRE459	core	Pretty Patches	7/03/2023	13/07/2023	128	blue	28.5	347	2	2	2	30.12	1.0735	11:50:15 AM	5:34:00 PM		36.8	36.796	0.00	5:43:45	0.000	36.796	-0.004	36.798	CTmax			
107	CPRE521	CPRE524	core	Pretty Patches	5/03/2023	6/07/2023	123	white	28.5	141	2	3	3	34.17	1.6454	11:43:22 AM	5:29:00 PM		36.9	36.905	0.05	5:45:38	0.124	36.781	-0.069	36.816	CTmax			
110	CPRE453	CPRE459	core	Pretty Patches	7/03/2023	12/07/2023	127	red	28.5	335	1	2	2	34.19	1.5544	12:13:52 PM	6:04:00 PM			36.878		5:50:08	0.057	36.821		36.821	CTmax			
120	CPRE550	CPRE533	core	Pretty Patches	21/03/2023	7/07/2023	108		31.5	326	2			31.02	1.0624	1:08:13 PM	7:02:00 PM					5:53:47				36.830	Resp			
120	CPRE550	CPRE533	core	Pretty Patches	21/03/2023	12/07/2023	113	red	28.5	140	1	1	2	28.97	0.9424	12:13:52 PM	6:11:00 PM		36.8	36.987	0.19	5:57:08	0.117	36.870	0.070	36.835	CTmax			
